"airbnb_listing_id","latitude","longitude","aquisition_date","ano","mes","dia"
"47268255","-27.15418","-48.58638","2022-12-01","2022","12","01"
"47112687","-27.15092","-48.59507","2022-12-01","2022","12","01"
"769536633500752117","-27.15166","-48.59876","2022-12-01","2022","12","01"
"46725966","-27.14261","-48.58857","2022-12-01","2022","12","01"
"30693158","-27.15298","-48.58344","2022-12-01","2022","12","01"
"765082478728764224","-27.14846","-48.58869","2022-12-01","2022","12","01"
"40524210","-27.15096","-48.588","2022-12-01","2022","12","01"
"735528968450919786","-27.14978","-48.58556","2022-12-01","2022","12","01"
"769483745740962085","-27.15243549580741","-48.59847139567137","2022-12-01","2022","12","01"
"45822839","-27.14556","-48.58636","2022-12-01","2022","12","01"
"563679364512422950","-27.14211","-48.59527","2022-12-01","2022","12","01"
"767888090154319713","-27.1514448","-48.5883375","2022-12-01","2022","12","01"
"31530689","-27.1422","-48.59011","2022-12-01","2022","12","01"
"46372862","-27.14331","-48.58781","2022-12-01","2022","12","01"
"763113022018391914","-27.1516","-48.58246","2022-12-01","2022","12","01"
"53950991","-27.15061","-48.58935","2022-12-01","2022","12","01"
"30303302","-27.14821","-48.59484","2022-12-01","2022","12","01"
"23234630","-27.1558","-48.58858","2022-12-01","2022","12","01"
"756501691751462050","-27.14822","-48.58673","2022-12-01","2022","12","01"
"39499673","-27.14633","-48.58541","2022-12-01","2022","12","01"
"737667667929914409","-27.15030479830134","-48.58679339289665","2022-12-01","2022","12","01"
"758891346205914761","-27.1511","-48.58803","2022-12-01","2022","12","01"
"47966333","-27.14363","-48.59041","2022-12-01","2022","12","01"
"40941204","-27.14694","-48.58731","2022-12-01","2022","12","01"
"30153564","-27.14486","-48.58782","2022-12-01","2022","12","01"
"4679256","-27.14582","-48.58785","2022-12-01","2022","12","01"
"47269826","-27.14242","-48.58943","2022-12-01","2022","12","01"
"32230652","-27.15193","-48.58788","2022-12-01","2022","12","01"
"41316537","-27.1544","-48.58829","2022-12-01","2022","12","01"
"41041896","-27.15594","-48.58697","2022-12-01","2022","12","01"
"41642387","-27.15651","-48.58945","2022-12-01","2022","12","01"
"21924711","-27.15575","-48.58864","2022-12-01","2022","12","01"
"574406486621991253","-27.14531","-48.58281","2022-12-01","2022","12","01"
"30957478","-27.15611","-48.59077","2022-12-01","2022","12","01"
"765379069775147828","-27.1514448","-48.5883375","2022-12-01","2022","12","01"
"46116173","-27.14259","-48.58892","2022-12-01","2022","12","01"
"765325112696415612","-27.15091","-48.58764","2022-12-01","2022","12","01"
"15732070","-27.1441","-48.58674","2022-12-01","2022","12","01"
"40779429","-27.14479","-48.59028","2022-12-01","2022","12","01"
"51277440","-27.15315","-48.58764","2022-12-01","2022","12","01"
"37347085","-27.14398","-48.58961","2022-12-01","2022","12","01"
"609309455048331797","-27.15551","-48.58732","2022-12-01","2022","12","01"
"30085847","-27.14276","-48.58717","2022-12-01","2022","12","01"
"46223024","-27.15181","-48.58845","2022-12-01","2022","12","01"
"40306119","-27.14774","-48.58394","2022-12-01","2022","12","01"
"729744223605938249","-27.1433","-48.59558","2022-12-01","2022","12","01"
"43712530","-27.14199","-48.59035","2022-12-01","2022","12","01"
"762830650404143552","-27.14949","-48.58728","2022-12-01","2022","12","01"
"736368711602102162","-27.14721","-48.58949","2022-12-01","2022","12","01"
"29706440","-27.1558","-48.58858","2022-12-01","2022","12","01"
"15909831","-27.14446","-48.5869","2022-12-01","2022","12","01"
"29753451","-27.1558","-48.58858","2022-12-01","2022","12","01"
"729790631478660390","-27.1508892","-48.58880010000001","2022-12-01","2022","12","01"
"719608035919549657","-27.153385543021407","-48.583918033868414","2022-12-01","2022","12","01"
"39589039","-27.14295","-48.59473","2022-12-01","2022","12","01"
"744922093220964412","-27.15107","-48.58633","2022-12-01","2022","12","01"
"53214482","-27.151445","-48.588337","2022-12-01","2022","12","01"
"47291982","-27.143","-48.58699","2022-12-01","2022","12","01"
"39300326","-27.14755","-48.58543","2022-12-01","2022","12","01"
"47274661","-27.14601","-48.58797","2022-12-01","2022","12","01"
"48101929","-27.15098","-48.5874","2022-12-01","2022","12","01"
"765405216157248747","-27.15092802009819","-48.587634935975075","2022-12-01","2022","12","01"
"53803935","-27.14353","-48.58944","2022-12-01","2022","12","01"
"31928936","-27.14427","-48.58861","2022-12-01","2022","12","01"
"755847660472987641","-27.144","-48.58872","2022-12-01","2022","12","01"
"45687710","-27.14283","-48.58739","2022-12-01","2022","12","01"
"725923160711616741","-27.14351215032244","-48.588384657672115","2022-12-01","2022","12","01"
"46583889","-27.1518","-48.58767","2022-12-01","2022","12","01"
"53538553","-27.1429","-48.59407","2022-12-01","2022","12","01"
"765399056882739939","-27.144019516877965","-48.588446458336485","2022-12-01","2022","12","01"
"640011391336388796","-27.14363","-48.58805","2022-12-01","2022","12","01"
"43300431","-27.14252","-48.58591","2022-12-01","2022","12","01"
"53794321","-27.144075","-48.588612","2022-12-01","2022","12","01"
"41676390","-27.14287","-48.59616","2022-12-01","2022","12","01"
"53807119","-27.14269","-48.58908","2022-12-01","2022","12","01"
"751633293667757414","-27.146438876873265","-48.582847440814206","2022-12-01","2022","12","01"
"47189324","-27.14351","-48.59626","2022-12-01","2022","12","01"
"747063598040323873","-27.15109","-48.58653","2022-12-01","2022","12","01"
"757068190134611847","-27.1545324","-48.5924848","2022-12-01","2022","12","01"
"38998610","-27.14459","-48.60141","2022-12-01","2022","12","01"
"38319706","-27.14247","-48.59146","2022-12-01","2022","12","01"
"54067586","-27.14567","-48.58924","2022-12-01","2022","12","01"
"40586927","-27.14661","-48.58331","2022-12-01","2022","12","01"
"48624860","-27.14261","-48.59351","2022-12-01","2022","12","01"
"36942167","-27.15036","-48.59373","2022-12-01","2022","12","01"
"53712205","-27.14914","-48.58866","2022-12-01","2022","12","01"
